name,mark,year,mileage,engine_power_kW,engine_power_hp,fuel_type,consumption_(l/100 km),ecology_(gCO2/km),gearbox,price,currency,country,engine_size,nr_of_accidents,color_exterior,color_interior,price_eur
claas axion 830,claas,2015,0.0,,,unknown,,,unknown,30000.0,PLN,Poland,0.0,,unknown,unknown,6747.03
claas fahr agrotron m410,claas,2012,0.0,,,unknown,,,unknown,15800.0,PLN,Poland,0.0,,unknown,unknown,3553.44
volvo ecr 88,volvo,2011,0.0,,,unknown,,,unknown,12100.0,PLN,Poland,0.0,,unknown,unknown,2721.3
massey ferguson 7626,massey,2014,0.0,,,unknown,,,unknown,21000.0,PLN,Poland,0.0,,unknown,unknown,4722.92
volvo l150e,volvo,2004,0.0,,,unknown,,,unknown,14500.0,PLN,Poland,0.0,,unknown,unknown,3261.07
mccormick x70.70,mccormick,2013,0.0,,,unknown,,,unknown,15200.0,PLN,Poland,0.0,,unknown,unknown,3418.5
volvo ec210cl,volvo,2010,0.0,,,unknown,,,unknown,14500.0,PLN,Poland,0.0,,unknown,unknown,3261.07
volvo ew 140 b,volvo,2005,0.0,,,unknown,,,unknown,12800.0,PLN,Poland,0.0,,unknown,unknown,2878.73
massey ferguson 6290,massey,2002,0.0,,,unknown,,,unknown,10600.0,PLN,Poland,0.0,,unknown,unknown,2383.95
volvo mc90b,volvo,2006,0.0,,,unknown,,,unknown,6000.0,PLN,Poland,0.0,,unknown,unknown,1349.41
volvo l 90 e,volvo,2006,0.0,,,unknown,,,unknown,14600.0,PLN,Poland,0.0,,unknown,unknown,3283.56
hitachi zx210lc-3,hitachi,2007,0.0,,,unknown,,,unknown,16500.0,PLN,Poland,0.0,,unknown,unknown,3710.87
volvo ew180c,volvo,2007,0.0,,,unknown,,,unknown,13800.0,PLN,Poland,0.0,,unknown,unknown,3103.63
hitachi zx130lcn,hitachi,2016,0.0,,,unknown,,,unknown,14000.0,PLN,Poland,0.0,,unknown,unknown,3148.61
volvo bl70,volvo,2008,0.0,,,unknown,,,unknown,14000.0,PLN,Poland,0.0,,unknown,unknown,3148.61
hyundai robex 145 lcr-9,hyundai,2012,0.0,,,unknown,,,unknown,15300.0,PLN,Poland,0.0,,unknown,unknown,3440.99
hitachi zx 170,hitachi,2008,0.0,,,unknown,,,unknown,16400.0,PLN,Poland,0.0,,unknown,unknown,3688.38
massey ferguson 5455,massey,2008,0.0,,,unknown,,,unknown,12800.0,PLN,Poland,0.0,,unknown,unknown,2878.73
hyundai robex 55w-9,hyundai,2012,0.0,,,unknown,,,unknown,13500.0,PLN,Poland,0.0,,unknown,unknown,3036.16
volvo ecr145dl,volvo,2013,0.0,,,unknown,,,unknown,25000.0,PLN,Poland,0.0,,unknown,unknown,5622.53
massey ferguson 5455,massey,2007,0.0,,,unknown,,,unknown,10600.0,PLN,Poland,0.0,,unknown,unknown,2383.95
hitachi zx30u-2,hitachi,2008,0.0,,,unknown,,,unknown,9900.0,PLN,Poland,0.0,,unknown,unknown,2226.52
honda fr-v 1.8 vtec 140km oryginaâ³ bez korozji! serwis! okazja!!!,honda,2007,217000.0,,,Petrol,,,unknown,25500.0,PLN,Poland,1799.0,,unknown,unknown,5734.98
honda civic honda civic viii sedan,honda,2007,441472.0,,,Petrol,,,unknown,10000.0,PLN,Poland,1799.0,,unknown,unknown,2249.01
"ford kuga 1.5 ecoboost, 182km 4wd titanium plus",ford,2015,108600.0,,,Petrol,,,unknown,69900.0,PLN,Poland,1499.0,,unknown,unknown,15720.58
mercedes-benz atego  sprzedam samochã³d pomocy drogowej osobowe i busy,mercedes,2013,261570.0,,,unknown,,,unknown,220000.0,PLN,Poland,7201.0,,unknown,unknown,49478.23
audi a3 sprzedam audi a3 2.0tdi 11.2006.auto bardzo zadbane,audi,2006,301000.0,,,Diesel,,,unknown,14900.0,PLN,Poland,1968.0,,unknown,unknown,3351.03
bmw seria 5 f11 525d xdrive twinturbo 218km keyless. navi prof. efficient dynamics,bmw,2012,221000.0,,,Diesel,,,unknown,58500.0,PLN,Poland,1995.0,,unknown,unknown,13156.71
audi rs7 audi rs7 b&o google maps dociâ¹gi drzwi apr,audi,2016,70000.0,,,Petrol,,,unknown,249000.0,PLN,Poland,3993.0,,unknown,unknown,56000.36
"âkoda superb skoda superb salon polska, 2,0 tdi 4x4, webasto",skoda,2015,154000.0,,,Diesel,,,unknown,55000.0,PLN,Poland,1968.0,,unknown,unknown,12369.56
audi a5 sportback s line 2.0 tfsi quattro 245 km s tronic dealer,audi,2020,10.0,,,Petrol,,,unknown,288297.0,PLN,Poland,1984.0,,unknown,unknown,64838.3
"volvo c30 g w a r a n c j a, niepospolite, p i ã k n e, oszczãªdne",volvo,2012,108000.0,,,Diesel,,,unknown,29800.0,PLN,Poland,1560.0,,unknown,unknown,6702.05
bmw seria 5 bmw g31 520d xdrive m sport touring 190km..2018r alpine white,bmw,2018,72000.0,,,Diesel,,,unknown,168500.0,PLN,Poland,1995.0,,unknown,unknown,37895.83
"lexus ls 600h, biaâ³a perâ³a, oryginalny przebieg",lexus,2007,181828.0,,,unknown,,,unknown,59999.0,PLN,Poland,4969.0,,unknown,unknown,13493.84
"mercedes-benz 41.41  mercedes actros betonomieszarka liebherr 9m3, kiper skibniewski 13m3",mercedes,2004,550410.0,,,unknown,,,unknown,165000.0,PLN,Poland,0.0,,unknown,unknown,37108.67
"bmw seria 3 318i touring doinwestowany, prywatnie",bmw,2008,252000.0,,,Petrol,,,unknown,23500.0,PLN,Poland,1995.0,,unknown,unknown,5285.17
lamborghini aventador lamborghini aventador lp700 4,lamborghini,2013,60400.0,,,Petrol,,,unknown,849000.0,PLN,Poland,6498.0,,unknown,unknown,190940.99
citroã«n jumper  163km l4h2 /1 wl /bezwypadkowy/ gwarancja fabryczna /leasing / f-vat,citroen,2019,14126.0,,,unknown,,,unknown,69900.0,PLN,Poland,1997.0,,unknown,unknown,15720.58
bmw seria 6 bmw 6 gran coupe 650i x drive m pakiet face lifting.,bmw,2016,46000.0,,,Petrol,,,unknown,233000.0,PLN,Poland,4400.0,,unknown,unknown,52401.94
volkswagen golf 1.6 tdi 115 km comfortline faktura vat gwarancja,volkswagen,2017,149355.0,,,Diesel,,,unknown,51900.0,PLN,Poland,1598.0,,unknown,unknown,11672.36
"mercedes-benz klasa b skrzynia automatyczna cvt, chipowany 158km, serwisowany",mercedes,2007,253500.0,,,Diesel,,,unknown,19900.0,PLN,Poland,1992.0,,unknown,unknown,4475.53
volkswagen polo vw polo 6r 2010r. 1.2 tsi 105km,volkswagen,2010,182600.0,,,Petrol,,,unknown,21500.0,PLN,Poland,1197.0,,unknown,unknown,4835.37
"âkoda fabia bardzo â³adna fabia,bezwypadkowy,1 wszy wâ³aâciciel ,salon polska",skoda,2005,238000.0,,,Petrol,,,unknown,7200.0,PLN,Poland,1198.0,,unknown,unknown,1619.29
"land rover discovery land rover iii 2008 oryginalny przebieg bezwypadkowy 7 osobowy, hak",rover,2008,291000.0,,,Diesel,,,unknown,55000.0,PLN,Poland,2720.0,,unknown,unknown,12369.56
"mercedes-benz klasa s sprzedam âlicznâ¹ s63 , niski przebieg",mercedes,2008,150000.0,,,Petrol,,,unknown,90000.0,PLN,Poland,6208.0,,unknown,unknown,20241.09
"bmw seria 1 bezwypadkowy, stan idealny, 1 wâ³aâciciel, salon polska",bmw,2016,109183.0,,,Diesel,,,unknown,80000.0,PLN,Poland,1995.0,,unknown,unknown,17992.08
"bmw x5 2,5d xdrive bezwypadkowy, salon ,m pakiet pierwszy wâ³aâciel, serwis ,",bmw,2015,178500.0,,,Diesel,,,unknown,127000.0,PLN,Poland,2000.0,,unknown,unknown,28562.43
audi a6 4x4 skã³ra navi fakt.vat 23%,audi,2013,153000.0,,,Petrol,,,unknown,53900.0,PLN,Poland,1984.0,,unknown,unknown,12122.17
"ssangyong rexton rexton, 4x4, wersja 7 miejscowa, salon polska",ssangyong,2014,125000.0,,,Diesel,,,unknown,58000.0,PLN,Poland,1998.0,,unknown,unknown,13044.26
volvo v70 s+v70 dla miâ³oânikã³w marki,volvo,2006,245000.0,,,Petrol,,,unknown,13200.0,PLN,Poland,2435.0,,unknown,unknown,2968.69
toyota corolla comfort+tech 1.2 t 116km 2019r kamera asystent park. salon plolska!!!,toyota,2019,7400.0,,,Petrol,,,unknown,58900.0,PLN,Poland,1197.0,,unknown,unknown,13246.67
mg mgb gt oryginalny z 1967 roku po glebokiej profesjonalnej renowacji!,mg,1967,55800.0,,,Petrol,,,unknown,57000.0,PLN,Poland,1800.0,,unknown,unknown,12819.36
âkoda octavia skoda octavia led ksenon vat 23,skoda,2016,159000.0,,,Diesel,,,unknown,49900.0,PLN,Poland,1986.0,,unknown,unknown,11222.56
audi a3 wyjâ¹tkowy kabriolet,audi,2018,22000.0,,,Petrol,,,unknown,119000.0,PLN,Poland,2000.0,,unknown,unknown,26763.22
"citroen peugeot fabrycznie nowe radio cd siemens 96624490xt, psarcd411-52",citroen,0,0.0,,,unknown,,,unknown,149.0,PLN,Poland,0.0,,unknown,unknown,33.51
"bmw x5 pierwszy wâ³aâciciel, krajowy, 3.0d xdrive, osoba prywatna, 75tys km",bmw,2014,75000.0,,,Diesel,,,unknown,148000.0,PLN,Poland,3000.0,,unknown,unknown,33285.35
audi s4,audi,2017,52600.0,,,Petrol,,,unknown,176900.0,PLN,Poland,0.0,,unknown,unknown,39784.99
renault talisman 160km prywatnie full led radar automat masaâ¿e duâ¿y monitor,renault,2016,163959.0,,,Diesel,,,unknown,49800.0,PLN,Poland,1598.0,,unknown,unknown,11200.07
mini clubman mini clubman pierwszy wlasciciel,mini,2017,59000.0,,,Petrol,,,unknown,59000.0,PLN,Poland,1499.0,,unknown,unknown,13269.16
"âkoda superb stan idealny, pierwszy wâ³aâciciel",skoda,2019,39000.0,,,Diesel,,,unknown,75741.0,PLN,Poland,1968.0,,unknown,unknown,17034.23
"volvo v70 super stan, bogate wyposaâ¿enie",volvo,2013,500000.0,,,Diesel,,,unknown,24000.0,PLN,Poland,1560.0,,unknown,unknown,5397.63
ford ranchero amazing ford ranchero gt 1977,ford,1977,43690.0,,,Petrol,,,unknown,132999.0,PLN,Poland,6600.0,,unknown,unknown,29911.61
opel oryginalne dekielki dekle komplet 4 szt 09223038hx,opel,0,0.0,,,unknown,,,unknown,55.0,PLN,Poland,0.0,,unknown,unknown,12.37
"porsche cayenne porsche cayenne 3,0 340km",porsche,2019,9960.0,,,Petrol,,,unknown,368000.0,PLN,Poland,2995.0,,unknown,unknown,82763.58
bmw seria 5 bmw 520i (f10) extra prywatna oferta !!!,bmw,2014,200000.0,,,Petrol,,,unknown,66000.0,PLN,Poland,1997.0,,unknown,unknown,14843.47
"bmw 1m e82 coupe 426km, 604nm, bardzo szybkie, osoba prv, baza 135i",bmw,2009,123189.0,,,Petrol,,,unknown,60000.0,PLN,Poland,2979.0,,unknown,unknown,13494.06
audi s6 audi s6 2017 4.0tfsi 450km,audi,2017,46000.0,,,Petrol,,,unknown,186999.0,PLN,Poland,3999.0,,unknown,unknown,42056.27
"opel corsa 1.0 12v szyberdach , alufelgi , zadbany !!!",opel,2000,204200.0,,,Petrol,,,unknown,1950.0,PLN,Poland,973.0,,unknown,unknown,438.56
"kia stonic 1.0 t gdi 120 km, manual, wersja xl + pakiet bezpieczeã±stwa",kia,2019,990.0,,,Petrol,,,unknown,77900.0,PLN,Poland,998.0,,unknown,unknown,17519.79
ford edge 2.0tdci 210km*sport*radary*panorama*awd*full led*peâ³en serwis aso*,ford,2016,198890.0,,,Diesel,,,unknown,89900.0,PLN,Poland,1997.0,,unknown,unknown,20218.6
maserati levante maserati levante! salon pl!!! ideaâ³! 43900km 1wâ³!,maserati,2017,43900.0,,,Petrol,,,unknown,343170.0,PLN,Poland,2979.0,,unknown,unknown,77179.29
"chevrolet tahoe chevrolet tahoe ltz zamiana najbogatsza wersja , idealny",chevrolet,2011,170000.0,,,Petrol+LPG,,,unknown,75000.0,PLN,Poland,5300.0,,unknown,unknown,16867.58
jaguar xj 2016 xjl awd 3.0 v6 340km 36500 km przebieg cena do negocjacji,jaguar,2016,36500.0,,,Petrol,,,unknown,85000.0,PLN,Poland,3000.0,,unknown,unknown,19116.59
mazda 3 bk lift panel klimatyzacji nawiewã³w 03 06 europa k1900bp4n,mazda,0,0.0,,,unknown,,,unknown,99.0,PLN,Poland,0.0,,unknown,unknown,22.27
porsche 911 turbo s na gwarancji do 07/2022,porsche,2013,86000.0,,,Petrol,,,unknown,539000.0,PLN,Poland,3800.0,,unknown,unknown,121221.66
kymco agility 16+ 125 4t euro 4 od muddy warszawa wyprzedaâ¿ rocznika w aso,kymco,2019,1.0,,,unknown,,,unknown,8000.0,PLN,Poland,125.0,,unknown,unknown,1799.21
mercedes-benz klasa s sprzedam mercedesa s klase zapraszam,mercedes,2006,222000.0,,,Diesel,,,unknown,59999.0,PLN,Poland,2987.0,,unknown,unknown,13493.84
"stokota  stan bardzo dobry, zaciâ¹g z doâ³u, dodatkowe czujniki itp",stokota,2005,0.0,,,unknown,,,unknown,85000.0,PLN,Poland,0.0,,unknown,unknown,19116.59
toyota avensis toyota avensis kombi t25 2.0 diesel skã³ra alu felgi navi,toyota,2007,229000.0,,,Diesel,,,unknown,18400.0,PLN,Poland,1998.0,,unknown,unknown,4138.18
mercedes-benz klasa v v 300d 4x4 exclusive wyprzedaâ¿ rocznika !!!,mercedes,2019,11.0,,,Diesel,,,unknown,269500.0,PLN,Poland,1950.0,,unknown,unknown,60610.83
bmw seria 5 bmw seria 5 f10,bmw,2011,132000.0,,,Diesel,,,unknown,74000.0,PLN,Poland,2993.0,,unknown,unknown,16642.68
"yamaha x-max faktura vat23%, gwarancja, wroclaw",yamaha,2019,958.0,,,unknown,,,unknown,16000.0,PLN,Poland,125.0,,unknown,unknown,3598.42
mercedes-benz slk slk 200 kompessor 163km skã³ry navi zadbany,mercedes,2004,217954.0,,,Petrol,,,unknown,29950.0,PLN,Poland,1795.0,,unknown,unknown,6735.79
cf moto  c force 520 long 500 od muddy wyprzedaâ¿ rocznika w aso,cf,2017,1.0,,,unknown,,,unknown,23500.0,PLN,Poland,500.0,,unknown,unknown,5285.17
volkswagen amarok vw amarok 2.0 bi turbo canyon higline,volkswagen,2014,195000.0,,,Diesel,,,unknown,78000.0,PLN,Poland,1968.0,,unknown,unknown,17542.28
claas dominator 108 sl,claas,1998,0.0,,,unknown,,,unknown,99999.0,PLN,Poland,0.0,,unknown,unknown,22489.88
bmw x3 wersja xline !!!,bmw,2017,70500.0,,,Petrol,,,unknown,77000.0,PLN,Poland,2000.0,,unknown,unknown,17317.38
audi q7,audi,2009,203000.0,,,Diesel,,,unknown,63000.0,PLN,Poland,2967.0,,unknown,unknown,14168.77
opel insignia opel insignia 2.0,opel,2010,160000.0,,,Diesel,,,unknown,23000.0,PLN,Poland,1956.0,,unknown,unknown,5172.72
ford focus vignale a8.,ford,2019,16000.0,,,Petrol,,,unknown,92000.0,PLN,Poland,1499.0,,unknown,unknown,20690.9
jaguar xf jaguar xf s 3.0 380 km,jaguar,2017,58000.0,,,Petrol,,,unknown,145000.0,PLN,Poland,2995.0,,unknown,unknown,32610.65
"mercedes-benz klasa e amg, bluetec, 9g tronic, 258km",mercedes,2014,193000.0,,,Diesel,,,unknown,83900.0,PLN,Poland,0.0,,unknown,unknown,18869.2
opel insignia 2.0cdti *cosmo * virtual cocpit * bi xenon * skã³ra * 18 alu * navi pl*,opel,2015,208000.0,,,Diesel,,,unknown,34700.0,PLN,Poland,2000.0,,unknown,unknown,7804.07
audi a6 audi a6 c6,audi,2007,279000.0,,,Diesel,,,unknown,25500.0,PLN,Poland,2967.0,,unknown,unknown,5734.98
"lexus gs okazja!!! oferta ograniczona czasowo: lexus gs450h prestige, salon pl!",lexus,2017,45000.0,,,unknown,,,unknown,202000.0,PLN,Poland,3456.0,,unknown,unknown,45430.01
mercedes-benz sl mercedes benz r107 450 sl 1978r. 85000 km,mercedes,1978,178000.0,,,Petrol,,,unknown,46000.0,PLN,Poland,450.0,,unknown,unknown,10345.45
"volkswagen tiguan volkswagen tiguan i lift 1.4 tsi , 4motion (4x4)",volkswagen,2011,94000.0,,,Petrol,,,unknown,39000.0,PLN,Poland,1390.0,,unknown,unknown,8771.14
volvo xc 60 volvo xc60 t6,volvo,2015,103000.0,,,Petrol+LPG,,,unknown,84500.0,PLN,Poland,2953.0,,unknown,unknown,19004.14
toyota rav4 toyota rav4 2.5 hybrid selection 4x2 + navi + kamera full serwis,toyota,2017,31304.0,,,unknown,,,unknown,109900.0,PLN,Poland,2494.0,,unknown,unknown,24716.62
"mercedes-benz klasa e panorama, âwiatâ³a ils full led, amg line, 18tki felgi amg",mercedes,2013,235000.0,,,Petrol,,,unknown,61000.0,PLN,Poland,2000.0,,unknown,unknown,13718.96
"honda legend idealna ,salon polska,peâ³ny serwis aso, faktura vat",honda,2010,257300.0,,,Petrol+LPG,,,unknown,52000.0,PLN,Poland,3664.0,,unknown,unknown,11694.85
"peugeot 508 full opcja ,automat",peugeot,2011,206300.0,,,Diesel,,,unknown,30000.0,PLN,Poland,1997.0,,unknown,unknown,6747.03
"can-am maverick x3 ds 172km, model 2018",can-am,2017,11658.0,,,unknown,,,unknown,69950.0,PLN,Poland,900.0,,unknown,unknown,15731.83
mercedes-benz glc 43amg coupe. salon pl. pneumatyka. gwarancja do 03.2022 !,mercedes,2018,16000.0,,,Petrol,,,unknown,279900.0,PLN,Poland,2996.0,,unknown,unknown,62949.8
jeep grand cherokee jepp grand cherokee 5.7 hemi (pb+ lpg),jeep,2013,102000.0,,,Petrol+LPG,,,unknown,69900.0,PLN,Poland,5654.0,,unknown,unknown,15720.58
kymco downtown new downtown 350i abs noodoe muddy warszawa wyprzedaâ¿ rocznika w aso,kymco,2019,1.0,,,unknown,,,unknown,19500.0,PLN,Poland,320.0,,unknown,unknown,4385.57
seat leon seat leon iii hatchback 5 d salon polska.turbo .zamiana na suw a,seat,2019,37290.0,,,Petrol,,,unknown,45900.0,PLN,Poland,999.0,,unknown,unknown,10322.96
opel movano 2.3 biturbo 135km  wywrotka tylnozsypowa l3 2.3 biturbo 135km,opel,2020,1.0,,,unknown,,,unknown,102800.0,PLN,Poland,2299.0,,unknown,unknown,23119.83
"opel  zafira life vip 2.0 177km at8 wersja 7 os. long dâ³. 4,95 m/rok 2020",opel,2020,8000.0,,,Diesel,,,unknown,164900.0,PLN,Poland,1998.0,,unknown,unknown,37086.18
opel crossland x crossland x 120lat f1.2xe mt5 82km / model 2020,opel,2019,10.0,,,Petrol,,,unknown,73900.0,PLN,Poland,1199.0,,unknown,unknown,16620.19
opel corsa opel corsa edition 1.2 turbo 100km mt6 start&stop,opel,2019,10.0,,,Petrol,,,unknown,58900.0,PLN,Poland,1199.0,,unknown,unknown,13246.67
opel crossland x crossland x 120lat f1.2xe mt5 82km / bogaty std. !!!,opel,2019,10.0,,,Petrol,,,unknown,68800.0,PLN,Poland,1199.0,,unknown,unknown,15473.19
opel corsa corsa edition 1.2 turbo 100km mt6 start&stop maâ³y przebieg,opel,2019,9200.0,,,Petrol,,,unknown,59900.0,PLN,Poland,1199.0,,unknown,unknown,13471.57
volvo s90 volvo s90 cesja leasingu,volvo,2018,72000.0,,,Diesel,,,unknown,115000.0,PLN,Poland,1969.0,,unknown,unknown,25863.62
"bmw x5 bmw x5 e70 3.0 d polski salon , 1 wâ³aâciciel",bmw,2013,160512.0,,,Diesel,,,unknown,105000.0,PLN,Poland,2993.0,,unknown,unknown,23614.61
audi a4 audi a4b8 1.8t 160km *2009* navi * bixenon/led !!!,audi,2009,240000.0,,,Petrol,,,unknown,28900.0,PLN,Poland,1798.0,,unknown,unknown,6499.64
"bmw seria 3 bmw 3, 316d, f30, 170km, 350nm, drugi wâ£. salon pl",bmw,2013,178000.0,,,Diesel,,,unknown,44900.0,PLN,Poland,1998.0,,unknown,unknown,10098.06
"volkswagen amarok comfortline 3.0 tdi 204 km 4motion! hak, alarm, bi ksenon! 2020!",volkswagen,2020,10.0,,,Diesel,,,unknown,166120.0,PLN,Poland,2967.0,,unknown,unknown,37360.56
"volkswagen amarok aventura 3.0 tdi 258km! hak, alarm, pakiet zimowy! od rãki!",volkswagen,2020,10.0,,,Diesel,,,unknown,189530.0,PLN,Poland,2967.0,,unknown,unknown,42625.49
volvo xc 90 salon pl full opcja masaâ¿ wentylacja pneumatyka,volvo,2018,170000.0,,,Diesel,,,unknown,192000.0,PLN,Poland,0.0,,unknown,unknown,43181.0
volkswagen amarok highline 3.0 tdi 204km! rocznik 2020! od rãki!,volkswagen,2020,10.0,,,Diesel,,,unknown,152120.0,PLN,Poland,2967.0,,unknown,unknown,34211.95
"volkswagen t-roc volkswagen t roc 1,5 tsi 150 koni premium full",volkswagen,2018,37097.0,,,Petrol,,,unknown,89900.0,PLN,Poland,0.0,,unknown,unknown,20218.6
mercedes-benz sprinter 319 cdi 9 miejsc ready !,mercedes,2020,99.0,,,Diesel,,,unknown,245000.0,PLN,Poland,3000.0,,unknown,unknown,55100.76
"chevrolet captiva chevrolet captiva 2.2 , automat, polski salon",chevrolet,2011,132946.0,,,Diesel,,,unknown,42900.0,PLN,Poland,2231.0,,unknown,unknown,9648.25
"fiat ducato  fiat ducato iii l3h2 kamera cofania, webasto,kierownica wielofunkcyjna",fiat,2018,123000.0,,,unknown,,,unknown,69000.0,PLN,Poland,2300.0,,unknown,unknown,15518.17
bmw seria 1 stan idelany niski przebieg,bmw,2008,88000.0,,,Diesel,,,unknown,31900.0,PLN,Poland,1995.0,,unknown,unknown,7174.34
"ford c-max energi plug in hybrid, automat, ledy, panorama",ford,2017,52880.0,,,unknown,,,unknown,60900.0,PLN,Poland,1999.0,,unknown,unknown,13696.47
volkswagen golf volkswagen golf 7.5 r variant 515hp/605nm,volkswagen,2017,22000.0,,,Petrol,,,unknown,165000.0,PLN,Poland,1984.0,,unknown,unknown,37108.67
land rover discovery land rover 4,rover,2013,253770.0,,,Diesel,,,unknown,67000.0,PLN,Poland,2993.0,,unknown,unknown,15068.37
renault megane renault megane grandtour gt 205 edc,renault,2017,35500.0,,,Petrol,,,unknown,82900.0,PLN,Poland,1618.0,,unknown,unknown,18644.3
citroã«n jumper maxi  2.2 hdi 130 km skrzynia 420cm klima tempomat,citroen,2012,197900.0,,,unknown,,,unknown,38500.0,PLN,Poland,2198.0,,unknown,unknown,8658.69
suzuki intruder 1400 vs doinwestowany,suzuki,1993,74000.0,,,unknown,,,unknown,14900.0,PLN,Poland,1400.0,,unknown,unknown,3351.03
mercedes-benz atego 1318 serwis warsztat mobilny wulkanizacja piaskowanie malowanie agregat kompresor ârubowy atlas copco mega wydajny kontener winda dopel kabina 7 osã³b bâ¹dz sypialna 100m przyâ³â¹cza 8ton â³adownoâã¦i 139tys km!!  atego 1318 serwis warsztat mobilny wulkanizacja kontener agregat kompr,mercedes,2008,139374.0,,,unknown,,,unknown,68900.0,PLN,Poland,4250.0,,unknown,unknown,15495.68
mercedes-benz amg gt mercedes-amg gt r  mb motors piaseczno,mercedes,2020,5.0,,,Petrol,,,unknown,1093799.0,PLN,Poland,3982.0,,unknown,unknown,245996.54
bmw x5 bmw x5 pierwszy wâ³aâciciel salon polska,bmw,2014,185000.0,,,Diesel,,,unknown,140000.0,PLN,Poland,2993.0,,unknown,unknown,31486.15
volkswagen tiguan allspace highline 2.0 tsi 4motion dsg r line bogate wyposaâ¿enie,volkswagen,2019,39800.0,,,Petrol,,,unknown,158000.0,PLN,Poland,1984.0,,unknown,unknown,35534.36
"land rover range rover evoque benzyna 2.0, 240 km! 2017r.",rover,2017,35000.0,,,Petrol,,,unknown,119999.0,PLN,Poland,2000.0,,unknown,unknown,26987.9
renault megane renault megane 2013 niski przebieg salon pl,renault,2013,106000.0,,,Diesel,,,unknown,19900.0,PLN,Poland,1461.0,,unknown,unknown,4475.53
alfa romeo giulia alfa romeo giulia,alfa,2017,42000.0,,,Petrol,,,unknown,70000.0,PLN,Poland,1995.0,,unknown,unknown,15743.07
bmw seria 8 bmw m850i xdrive,bmw,2018,16000.0,,,Petrol,,,unknown,418000.0,PLN,Poland,4395.0,,unknown,unknown,94008.64
audi q7 audi q7 tfsi wersja premium plus,audi,2016,153000.0,,,Petrol,,,unknown,170000.0,PLN,Poland,3000.0,,unknown,unknown,38233.18
bmw seria 7 bmw 750xi m pakiet full opcja,bmw,2018,53000.0,,,Petrol,,,unknown,289900.0,PLN,Poland,4395.0,,unknown,unknown,65198.81
renault trafic  vivaro l1h1/ klima / navi / kamera / tempomat / serwis / gwarancja !!!,renault,2015,93000.0,,,unknown,,,unknown,42900.0,PLN,Poland,1600.0,,unknown,unknown,9648.25
bmw seria 3 opâ³acona! 218 koni,bmw,2006,143000.0,,,Petrol,,,unknown,26999.0,PLN,Poland,2497.0,,unknown,unknown,6072.1
chevrolet camaro piãªkne camaro,chevrolet,2019,8700.0,,,Petrol,,,unknown,250000.0,PLN,Poland,6200.0,,unknown,unknown,56225.26
mercedes-benz sl w107 zabytkowy w idealnym stanie,mercedes,1981,142500.0,,,Petrol,,,unknown,90000.0,PLN,Poland,3839.0,,unknown,unknown,20241.09
"yamaha majesty yamaha majesty 125, stan b. dobry.",yamaha,2004,16900.0,,,unknown,,,unknown,3700.0,PLN,Poland,125.0,,unknown,unknown,832.13
"nissan qashqai 2,0 benzyna automat4x4 bixenon navikameraskã³rypanoramamega fuul unikat",nissan,2011,167078.0,,,Petrol,,,unknown,41900.0,PLN,Poland,1997.0,,unknown,unknown,9423.35
2009 bmw 116i sport low mileage,bmw,2009,122632.0,,,Petrol,,,unknown,2890.0,GBP,Great Britain,1995.0,,unknown,unknown,3242.82
2016 mini paceman 1.6 cooper all4 3dr coupe petrol manual,mini,2016,57722.0,,,Petrol,,,unknown,9489.0,GBP,Great Britain,1600.0,,unknown,unknown,10647.44
2005 land rover discovery 3 tdv6 ### automatic ## ### mot/d september 2020 ###,rover,2005,262323.0,,,Diesel,,,unknown,3995.0,GBP,Great Britain,2720.0,,unknown,unknown,4482.72
2013 kia rio 2 ecodynamics grdi,kia,2013,170710.0,,,Diesel,,,unknown,3895.0,GBP,Great Britain,1120.0,,unknown,unknown,4370.51
saab 9-3 1.9tid ( 150bhp ) 2005my vector sport,saab,2005,189903.0,,,Diesel,,,unknown,1000.0,GBP,Great Britain,1910.0,,unknown,unknown,1122.08
bmw x5,bmw,2006,270370.0,,,Diesel,,,unknown,3265.0,GBP,Great Britain,2999.0,,unknown,unknown,3663.6
vw golf gti performance pack. very low miles. full vwsh,volkswagen,2015,34601.0,,,Petrol,,,unknown,17000.0,GBP,Great Britain,1984.0,,unknown,unknown,19075.4
honda jazz 2008. 1.2 engine,honda,2008,189903.0,,,Petrol,,,unknown,595.0,GBP,Great Britain,1246.0,,unknown,unknown,667.64
vw golf grey 12 months mot,volkswagen,2006,228527.0,,,Diesel,,,unknown,1500.0,GBP,Great Britain,1968.0,,unknown,unknown,1683.12
"2010 volkswagen passat estate 2.0tdi r line , mot - july 2021 ,4 month warranty",volkswagen,2010,231746.0,,,Diesel,,,unknown,2795.0,GBP,Great Britain,1968.0,,unknown,unknown,3136.22
2009 ford fiesta 1.4 tdci style 9,ford,2009,115873.0,,,Diesel,,,unknown,2695.0,GBP,Great Britain,1399.0,,unknown,unknown,3024.01
2017 hyundai tucson 1.7 crdi blue drive se nav 5dr 2wd estate diesel manual,hyundai,2017,30629.0,,,Diesel,,,unknown,13989.0,GBP,Great Britain,1700.0,,unknown,unknown,15696.81
land rover range rover evoque td4 hse dynamic lux pan roof 55+mpg,rover,2016,53108.0,,,Diesel,,,unknown,25980.0,GBP,Great Britain,1999.0,,unknown,unknown,29151.71
